Site,s_graph_value,s_table_name
LAMDO,Site Ref,sensor_repository_07397
LAMDO,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_07473
LAMDO,Temperature (deg C),sensor_repository_07414
LAMDO,Tide status,sensor_repository_07506
LAMDO,Turbidity (NTU),sensor_repository_07425
LAMDO,Water level (SLE) (m),sensor_repository_07508
LAMDO,Wind direction (°),sensor_repository_07511
LAMDO,Wind speed (knot),sensor_repository_07514
LCBRDO,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_07699
LCBRDO,Bottom Depth (m),sensor_repository_07669
LCBRDO,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_07702
LCBRDO,Chlorophyll a (by vol) (mg/L),sensor_repository_07713
LCBRDO,Chlorophyll a (in situ) (RFU),sensor_repository_07731
LCBRDO,Chlorophyll a (in situ) (ug/L),sensor_repository_07728
LCBRDO,Chlorophyll b (by vol) (mg/L),sensor_repository_07716
LCBRDO,Chlorophyll c (by vol) (mg/L),sensor_repository_07719
LCBRDO,Chlorophyll sample volume (mL),sensor_repository_07722
LCBRDO,Cloud cover (%),sensor_repository_07741
LCBRDO,Collection Method,sensor_repository_07639
LCBRDO,Conductivity @ 25 deg C (uS/cm),sensor_repository_07649
LCBRDO,Depth (m),sensor_repository_07642
LCBRDO,Depth _s (m),sensor_repository_07641
LCBRDO,Depth measuring point,sensor_repository_07640
LCBRDO,Depth To (m),sensor_repository_07643
LCBRDO,Dissolved Oxygen (% saturation),sensor_repository_07658
LCBRDO,Dissolved Oxygen (mg/L),sensor_repository_07655
LCBRDO,Flow status,sensor_repository_07743
LCBRDO,N (sum sol org) {DON} (ug/L),sensor_repository_07681
LCBRDO,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_07675
LCBRDO,N (tot kjel) {TKN} (ug/L),sensor_repository_07684
LCBRDO,N (tot) {TN pTN} (ug/L),sensor_repository_07672
LCBRDO,NH3-N/NH4-N (sol) (ug/L),sensor_repository_07678
LCBRDO,NO2-N (sol) (ug/L),sensor_repository_07687
LCBRDO,NO3-N (sol) (ug/L),sensor_repository_07690
LCBRDO,Null reading,sensor_repository_07739
LCBRDO,P (tot) {TP pTP} (ug/L),sensor_repository_07693
LCBRDO,pH,sensor_repository_07660
LCBRDO,Phaeophytin a (by vol) (mg/L),sensor_repository_07725
LCBRDO,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_07737
LCBRDO,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_07734
LCBRDO,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_07696
LCBRDO,Program Code,sensor_repository_07637
LCBRDO,Program Site Ref,sensor_repository_07636
LCBRDO,Salinity (ppt),sensor_repository_07646
LCBRDO,Sample Type,sensor_repository_07638
LCBRDO,Secchi depth (m),sensor_repository_07666
LCBRDO,Security Level,sensor_repository_07644
LCBRDO,SiO2 (sol react) (ug/L),sensor_repository_07705
LCBRDO,SiO2-Si (sol react) (ug/L),sensor_repository_07708
LCBRDO,Site Ref,sensor_repository_07635
LCBRDO,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_07711
LCBRDO,Temperature (deg C),sensor_repository_07652
LCBRDO,Tide status,sensor_repository_07744
LCBRDO,Turbidity (NTU),sensor_repository_07663
LCBRDO,Water level (SLE) (m),sensor_repository_07746
LCBRDO,Wind direction (°),sensor_repository_07749
LCBRDO,Wind speed (knot),sensor_repository_07752
LIMEC,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_07937
LIMEC,Bottom Depth (m),sensor_repository_07907
LIMEC,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_07940
LIMEC,Chlorophyll a (by vol) (mg/L),sensor_repository_07951
LIMEC,Chlorophyll a (in situ) (RFU),sensor_repository_07969
LIMEC,Chlorophyll a (in situ) (ug/L),sensor_repository_07966
LIMEC,Chlorophyll b (by vol) (mg/L),sensor_repository_07954
LIMEC,Chlorophyll c (by vol) (mg/L),sensor_repository_07957
LIMEC,Chlorophyll sample volume (mL),sensor_repository_07960
LIMEC,Cloud cover (%),sensor_repository_07979
LIMEC,Collection Method,sensor_repository_07877
LIMEC,Conductivity @ 25 deg C (uS/cm),sensor_repository_07887
LIMEC,Depth (m),sensor_repository_07880
LIMEC,Depth _s (m),sensor_repository_07879
LIMEC,Depth measuring point,sensor_repository_07878
LIMEC,Depth To (m),sensor_repository_07881
LIMEC,Dissolved Oxygen (% saturation),sensor_repository_07896
LIMEC,Dissolved Oxygen (mg/L),sensor_repository_07893
LIMEC,Flow status,sensor_repository_07981
LIMEC,N (sum sol org) {DON} (ug/L),sensor_repository_07919
LIMEC,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_07913
LIMEC,N (tot kjel) {TKN} (ug/L),sensor_repository_07922
LIMEC,N (tot) {TN pTN} (ug/L),sensor_repository_07910
LIMEC,NH3-N/NH4-N (sol) (ug/L),sensor_repository_07916
LIMEC,NO2-N (sol) (ug/L),sensor_repository_07925
LIMEC,NO3-N (sol) (ug/L),sensor_repository_07928
LIMEC,Null reading,sensor_repository_07977
LIMEC,P (tot) {TP pTP} (ug/L),sensor_repository_07931
LIMEC,pH,sensor_repository_07898
LIMEC,Phaeophytin a (by vol) (mg/L),sensor_repository_07963
LIMEC,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_07975
LIMEC,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_07972
LIMEC,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_07934
LIMEC,Program Code,sensor_repository_07875
LIMEC,Program Site Ref,sensor_repository_07874
LIMEC,Salinity (ppt),sensor_repository_07884
LIMEC,Sample Type,sensor_repository_07876
LIMEC,Secchi depth (m),sensor_repository_07904
LIMEC,Security Level,sensor_repository_07882
LIMEC,SiO2 (sol react) (ug/L),sensor_repository_07943
LIMEC,SiO2-Si (sol react) (ug/L),sensor_repository_07946
LIMEC,Site Ref,sensor_repository_07873
LIMEC,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_07949
LIMEC,Temperature (deg C),sensor_repository_07890
LIMEC,Tide status,sensor_repository_07982
LIMEC,Turbidity (NTU),sensor_repository_07901
LIMEC,Water level (SLE) (m),sensor_repository_07984
LIMEC,Wind direction (°),sensor_repository_07987
LIMEC,Wind speed (knot),sensor_repository_07990
MADDD,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_08175
MADDD,Bottom Depth (m),sensor_repository_08145
MADDD,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_08178
MADDD,Chlorophyll a (by vol) (mg/L),sensor_repository_08189
MADDD,Chlorophyll a (in situ) (RFU),sensor_repository_08207
MADDD,Chlorophyll a (in situ) (ug/L),sensor_repository_08204
MADDD,Chlorophyll b (by vol) (mg/L),sensor_repository_08192
MADDD,Chlorophyll c (by vol) (mg/L),sensor_repository_08195
MADDD,Chlorophyll sample volume (mL),sensor_repository_08198
MADDD,Cloud cover (%),sensor_repository_08217
MADDD,Collection Method,sensor_repository_08115
MADDD,Conductivity @ 25 deg C (uS/cm),sensor_repository_08125
MADDD,Depth (m),sensor_repository_08118
MADDD,Depth _s (m),sensor_repository_08117
MADDD,Depth measuring point,sensor_repository_08116
MADDD,Depth To (m),sensor_repository_08119
MADDD,Dissolved Oxygen (% saturation),sensor_repository_08134
MADDD,Dissolved Oxygen (mg/L),sensor_repository_08131
MADDD,Flow status,sensor_repository_08219
MADDD,N (sum sol org) {DON} (ug/L),sensor_repository_08157
MADDD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_08151
MADDD,N (tot kjel) {TKN} (ug/L),sensor_repository_08160
MADDD,N (tot) {TN pTN} (ug/L),sensor_repository_08148
MADDD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_08154
MADDD,NO2-N (sol) (ug/L),sensor_repository_08163
MADDD,NO3-N (sol) (ug/L),sensor_repository_08166
MADDD,Null reading,sensor_repository_08215
MADDD,P (tot) {TP pTP} (ug/L),sensor_repository_08169
MADDD,pH,sensor_repository_08136
MADDD,Phaeophytin a (by vol) (mg/L),sensor_repository_08201
MADDD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_08213
MADDD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_08210
MADDD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_08172
MADDD,Program Code,sensor_repository_08113
MADDD,Program Site Ref,sensor_repository_08112
MADDD,Salinity (ppt),sensor_repository_08122
MADDD,Sample Type,sensor_repository_08114
MADDD,Secchi depth (m),sensor_repository_08142
MADDD,Security Level,sensor_repository_08120
MADDD,SiO2 (sol react) (ug/L),sensor_repository_08181
MADDD,SiO2-Si (sol react) (ug/L),sensor_repository_08184
MADDD,Site Ref,sensor_repository_08111
MADDD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_08187
MADDD,Temperature (deg C),sensor_repository_08128
MADDD,Tide status,sensor_repository_08220
MADDD,Turbidity (NTU),sensor_repository_08139
MADDD,Water level (SLE) (m),sensor_repository_08222
MADDD,Wind direction (°),sensor_repository_08225
MADDD,Wind speed (knot),sensor_repository_08228
MAMDO,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_08413
MAMDO,Bottom Depth (m),sensor_repository_08383
MAMDO,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_08416
MAMDO,Chlorophyll a (by vol) (mg/L),sensor_repository_08427
MAMDO,Chlorophyll a (in situ) (RFU),sensor_repository_08445
MAMDO,Chlorophyll a (in situ) (ug/L),sensor_repository_08442
MAMDO,Chlorophyll b (by vol) (mg/L),sensor_repository_08430
MAMDO,Chlorophyll c (by vol) (mg/L),sensor_repository_08433
MAMDO,Chlorophyll sample volume (mL),sensor_repository_08436
MAMDO,Cloud cover (%),sensor_repository_08455
MAMDO,Collection Method,sensor_repository_08353
MAMDO,Conductivity @ 25 deg C (uS/cm),sensor_repository_08363
MAMDO,Depth (m),sensor_repository_08356
MAMDO,Depth _s (m),sensor_repository_08355
MAMDO,Depth measuring point,sensor_repository_08354
MAMDO,Depth To (m),sensor_repository_08357
MAMDO,Dissolved Oxygen (% saturation),sensor_repository_08372
MAMDO,Dissolved Oxygen (mg/L),sensor_repository_08369
MAMDO,Flow status,sensor_repository_08457
MAMDO,N (sum sol org) {DON} (ug/L),sensor_repository_08395
MAMDO,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_08389
MAMDO,N (tot kjel) {TKN} (ug/L),sensor_repository_08398
MAMDO,N (tot) {TN pTN} (ug/L),sensor_repository_08386
MAMDO,NH3-N/NH4-N (sol) (ug/L),sensor_repository_08392
MAMDO,NO2-N (sol) (ug/L),sensor_repository_08401
MAMDO,NO3-N (sol) (ug/L),sensor_repository_08404
MAMDO,Null reading,sensor_repository_08453
MAMDO,P (tot) {TP pTP} (ug/L),sensor_repository_08407
MAMDO,pH,sensor_repository_08374
MAMDO,Phaeophytin a (by vol) (mg/L),sensor_repository_08439
MAMDO,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_08451
MAMDO,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_08448
MAMDO,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_08410
MAMDO,Program Code,sensor_repository_08351
MAMDO,Program Site Ref,sensor_repository_08350
MAMDO,Salinity (ppt),sensor_repository_08360
MAMDO,Sample Type,sensor_repository_08352
MAMDO,Secchi depth (m),sensor_repository_08380
MAMDO,Security Level,sensor_repository_08358
MAMDO,SiO2 (sol react) (ug/L),sensor_repository_08419
MAMDO,SiO2-Si (sol react) (ug/L),sensor_repository_08422
MAMDO,Site Ref,sensor_repository_08349
MAMDO,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_08425
MAMDO,Temperature (deg C),sensor_repository_08366
MAMDO,Tide status,sensor_repository_08458
MAMDO,Turbidity (NTU),sensor_repository_08377
MAMDO,Water level (SLE) (m),sensor_repository_08460
MAMDO,Wind direction (°),sensor_repository_08463
MAMDO,Wind speed (knot),sensor_repository_08466
MANMD1,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_08651
MANMD1,Bottom Depth (m),sensor_repository_08621
MANMD1,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_08654
MANMD1,Chlorophyll a (by vol) (mg/L),sensor_repository_08665
MANMD1,Chlorophyll a (in situ) (RFU),sensor_repository_08683
MANMD1,Chlorophyll a (in situ) (ug/L),sensor_repository_08680
MANMD1,Chlorophyll b (by vol) (mg/L),sensor_repository_08668
MANMD1,Chlorophyll c (by vol) (mg/L),sensor_repository_08671
MANMD1,Chlorophyll sample volume (mL),sensor_repository_08674
MANMD1,Cloud cover (%),sensor_repository_08693
MANMD1,Collection Method,sensor_repository_08591
MANMD1,Conductivity @ 25 deg C (uS/cm),sensor_repository_08601
MANMD1,Depth (m),sensor_repository_08594
MANMD1,Depth _s (m),sensor_repository_08593
MANMD1,Depth measuring point,sensor_repository_08592
MANMD1,Depth To (m),sensor_repository_08595
MANMD1,Dissolved Oxygen (% saturation),sensor_repository_08610
MANMD1,Dissolved Oxygen (mg/L),sensor_repository_08607
MANMD1,Flow status,sensor_repository_08695
MANMD1,N (sum sol org) {DON} (ug/L),sensor_repository_08633
MANMD1,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_08627
MANMD1,N (tot kjel) {TKN} (ug/L),sensor_repository_08636
MANMD1,N (tot) {TN pTN} (ug/L),sensor_repository_08624
MANMD1,NH3-N/NH4-N (sol) (ug/L),sensor_repository_08630
MANMD1,NO2-N (sol) (ug/L),sensor_repository_08639
MANMD1,NO3-N (sol) (ug/L),sensor_repository_08642
MANMD1,Null reading,sensor_repository_08691
MANMD1,P (tot) {TP pTP} (ug/L),sensor_repository_08645
MANMD1,pH,sensor_repository_08612
MANMD1,Phaeophytin a (by vol) (mg/L),sensor_repository_08677
MANMD1,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_08689
MANMD1,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_08686
MANMD1,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_08648
MANMD1,Program Code,sensor_repository_08589
MANMD1,Program Site Ref,sensor_repository_08588
MANMD1,Salinity (ppt),sensor_repository_08598
MANMD1,Sample Type,sensor_repository_08590
MANMD1,Secchi depth (m),sensor_repository_08618
MANMD1,Security Level,sensor_repository_08596
MANMD1,SiO2 (sol react) (ug/L),sensor_repository_08657
MANMD1,SiO2-Si (sol react) (ug/L),sensor_repository_08660
MANMD1,Site Ref,sensor_repository_08587
MANMD1,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_08663
MANMD1,Temperature (deg C),sensor_repository_08604
MANMD1,Tide status,sensor_repository_08696
MANMD1,Turbidity (NTU),sensor_repository_08615
MANMD1,Water level (SLE) (m),sensor_repository_08698
MANMD1,Wind direction (°),sensor_repository_08701
MANMD1,Wind speed (knot),sensor_repository_08704
MAYMD,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_08889
MAYMD,Bottom Depth (m),sensor_repository_08859
MAYMD,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_08892
MAYMD,Chlorophyll a (by vol) (mg/L),sensor_repository_08903
MAYMD,Chlorophyll a (in situ) (RFU),sensor_repository_08921
MAYMD,Chlorophyll a (in situ) (ug/L),sensor_repository_08918
MAYMD,Chlorophyll b (by vol) (mg/L),sensor_repository_08906
MAYMD,Chlorophyll c (by vol) (mg/L),sensor_repository_08909
MAYMD,Chlorophyll sample volume (mL),sensor_repository_08912
MAYMD,Cloud cover (%),sensor_repository_08931
MAYMD,Collection Method,sensor_repository_08829
MAYMD,Conductivity @ 25 deg C (uS/cm),sensor_repository_08839
MAYMD,Depth (m),sensor_repository_08832
MAYMD,Depth _s (m),sensor_repository_08831
MAYMD,Depth measuring point,sensor_repository_08830
MAYMD,Depth To (m),sensor_repository_08833
MAYMD,Dissolved Oxygen (% saturation),sensor_repository_08848
MAYMD,Dissolved Oxygen (mg/L),sensor_repository_08845
MAYMD,Flow status,sensor_repository_08933
MAYMD,N (sum sol org) {DON} (ug/L),sensor_repository_08871
MAYMD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_08865
MAYMD,N (tot kjel) {TKN} (ug/L),sensor_repository_08874
MAYMD,N (tot) {TN pTN} (ug/L),sensor_repository_08862
MAYMD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_08868
MAYMD,NO2-N (sol) (ug/L),sensor_repository_08877
MAYMD,NO3-N (sol) (ug/L),sensor_repository_08880
MAYMD,Null reading,sensor_repository_08929
MAYMD,P (tot) {TP pTP} (ug/L),sensor_repository_08883
MAYMD,pH,sensor_repository_08850
MAYMD,Phaeophytin a (by vol) (mg/L),sensor_repository_08915
MAYMD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_08927
MAYMD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_08924
MAYMD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_08886
MAYMD,Program Code,sensor_repository_08827
MAYMD,Program Site Ref,sensor_repository_08826
MAYMD,Salinity (ppt),sensor_repository_08836
MAYMD,Sample Type,sensor_repository_08828
MAYMD,Secchi depth (m),sensor_repository_08856
MAYMD,Security Level,sensor_repository_08834
MAYMD,SiO2 (sol react) (ug/L),sensor_repository_08895
MAYMD,SiO2-Si (sol react) (ug/L),sensor_repository_08898
MAYMD,Site Ref,sensor_repository_08825
MAYMD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_08901
MAYMD,Temperature (deg C),sensor_repository_08842
MAYMD,Tide status,sensor_repository_08934
MAYMD,Turbidity (NTU),sensor_repository_08853
MAYMD,Water level (SLE) (m),sensor_repository_08936
MAYMD,Wind direction (°),sensor_repository_08939
MAYMD,Wind speed (knot),sensor_repository_08942
MCDSWSRD,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_09127
MCDSWSRD,Bottom Depth (m),sensor_repository_09097
MCDSWSRD,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_09130
MCDSWSRD,Chlorophyll a (by vol) (mg/L),sensor_repository_09141
MCDSWSRD,Chlorophyll a (in situ) (RFU),sensor_repository_09159
MCDSWSRD,Chlorophyll a (in situ) (ug/L),sensor_repository_09156
MCDSWSRD,Chlorophyll b (by vol) (mg/L),sensor_repository_09144
MCDSWSRD,Chlorophyll c (by vol) (mg/L),sensor_repository_09147
MCDSWSRD,Chlorophyll sample volume (mL),sensor_repository_09150
MCDSWSRD,Cloud cover (%),sensor_repository_09169
MCDSWSRD,Collection Method,sensor_repository_09067
MCDSWSRD,Conductivity @ 25 deg C (uS/cm),sensor_repository_09077
MCDSWSRD,Depth (m),sensor_repository_09070
MCDSWSRD,Depth _s (m),sensor_repository_09069
MCDSWSRD,Depth measuring point,sensor_repository_09068
MCDSWSRD,Depth To (m),sensor_repository_09071
MCDSWSRD,Dissolved Oxygen (% saturation),sensor_repository_09086
MCDSWSRD,Dissolved Oxygen (mg/L),sensor_repository_09083
MCDSWSRD,Flow status,sensor_repository_09171
MCDSWSRD,N (sum sol org) {DON} (ug/L),sensor_repository_09109
MCDSWSRD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_09103
MCDSWSRD,N (tot kjel) {TKN} (ug/L),sensor_repository_09112
MCDSWSRD,N (tot) {TN pTN} (ug/L),sensor_repository_09100
MCDSWSRD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_09106
MCDSWSRD,NO2-N (sol) (ug/L),sensor_repository_09115
MCDSWSRD,NO3-N (sol) (ug/L),sensor_repository_09118
MCDSWSRD,Null reading,sensor_repository_09167
MCDSWSRD,P (tot) {TP pTP} (ug/L),sensor_repository_09121
MCDSWSRD,pH,sensor_repository_09088
MCDSWSRD,Phaeophytin a (by vol) (mg/L),sensor_repository_09153
MCDSWSRD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_09165
MCDSWSRD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_09162
MCDSWSRD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_09124
MCDSWSRD,Program Code,sensor_repository_09065
MCDSWSRD,Program Site Ref,sensor_repository_09064
MCDSWSRD,Salinity (ppt),sensor_repository_09074
MCDSWSRD,Sample Type,sensor_repository_09066
MCDSWSRD,Secchi depth (m),sensor_repository_09094
MCDSWSRD,Security Level,sensor_repository_09072
MCDSWSRD,SiO2 (sol react) (ug/L),sensor_repository_09133
MCDSWSRD,SiO2-Si (sol react) (ug/L),sensor_repository_09136
MCDSWSRD,Site Ref,sensor_repository_09063
MCDSWSRD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_09139
MCDSWSRD,Temperature (deg C),sensor_repository_09080
MCDSWSRD,Tide status,sensor_repository_09172
MCDSWSRD,Turbidity (NTU),sensor_repository_09091
MCDSWSRD,Water level (SLE) (m),sensor_repository_09174
MCDSWSRD,Wind direction (°),sensor_repository_09177
MCDSWSRD,Wind speed (knot),sensor_repository_09180
MELDR-20,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_09365
MELDR-20,Bottom Depth (m),sensor_repository_09335
MELDR-20,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_09368
